戦略,利確pips,損切りpips,時間帯,曜日,ボラ条件,トレンド条件,学習_取引回数,学習_1日平均回数,学習_勝率%,学習_総損益pips,学習_平均利益pips,学習_平均損失pips,学習_PF,学習_最大DD_pips,学習_最大連敗,検証_取引回数,検証_1日平均回数,検証_勝率%,検証_総損益pips,検証_平均利益pips,検証_平均損失pips,検証_PF,検証_最大DD_pips,検証_最大連敗,乖離率(検証PF/学習PF),総合スコア,判定
"EMAクロス(10,50)",20,10,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,275,1.2,34.2,-16.2,18.55,-9.72,0.991,-238.6,13,119,1.1,36.1,82.9,19.49,-9.94,1.11,-91.6,6,1.12,22.1,不採用
トレンド押し目(EMA200+RSI40/60),15,5,東京(9-15時),全曜日,なし,下降トレンドのみ,257,1.3,27.2,115.0,15.0,-5.0,1.123,-100.0,15,80,1.4,28.7,55.9,14.82,-5.0,1.196,-40.0,7,1.065,22.1,不採用
"RSI逆張り(25,75)",20,5,16時台,全曜日,なし,なし,188,1.2,20.7,11.2,19.39,-5.0,1.015,-160.0,15,61,1.3,26.2,57.4,17.65,-5.0,1.255,-50.0,10,1.236,22.1,要注意(取引数不足)
"RSI逆張り(30,70)",10,15,東京(9-15時),全曜日,なし,下降トレンドのみ,527,1.6,61.7,240.4,9.98,-14.87,1.08,-251.5,6,235,1.8,54.5,-327.2,9.98,-15.0,0.796,-500.0,9,0.737,22.1,不採用
"EMAクロス(10,50)",15,20,ロンドン(16-21時),全曜日,なし,なし,992,1.3,57.8,393.7,14.37,-18.72,1.05,-375.0,8,404,1.4,51.2,-793.3,14.45,-19.21,0.79,-813.7,7,0.752,22.1,不採用
"RSI逆張り(25,75)",10,10,東京(9-15時),全曜日,なし,レンジのみ,205,1.2,50.7,25.9,9.96,-10.0,1.026,-130.0,6,91,1.3,51.6,30.0,10.0,-10.0,1.068,-50.0,3,1.041,22.1,不採用
"RSI逆張り(25,75)",20,20,NY(21-23時),全曜日,なし,レンジのみ,93,1.1,44.1,-233.1,16.14,-17.21,0.74,-290.2,6,30,1.1,56.7,22.0,16.36,-19.71,1.086,-71.7,3,1.468,22.1,不採用
"RSI逆張り(25,75)",15,20,21時台,全曜日,なし,上昇トレンドのみ,89,1.0,49.4,-233.4,13.68,-18.57,0.721,-261.0,5,13,1.0,61.5,7.1,13.39,-20.0,1.071,-45.0,2,1.485,22.1,不採用
トレンド押し目(EMA200+RSI40/60),8,10,16時台,全曜日,なし,トレンド順方向のみ,127,1.1,48.8,-154.0,8.0,-10.0,0.763,-222.0,7,46,1.1,56.5,8.0,8.0,-10.0,1.04,-54.0,2,1.363,22.1,不採用
"EMAクロス(5,20)",5,20,22時台,全曜日,なし,上昇トレンドのみ,270,1.1,70.0,-320.5,4.99,-15.61,0.747,-355.4,3,110,1.2,78.2,12.1,4.95,-17.23,1.029,-95.0,2,1.378,22.1,不採用
"RSI逆張り(25,75)",20,15,10時台,全曜日,なし,なし,206,1.1,43.2,-9.4,19.61,-15.0,0.995,-195.0,10,79,1.0,48.1,130.4,19.62,-15.0,1.212,-115.0,7,1.218,22.1,要注意(取引数不足)
トレンド押し目(EMA200+RSI40/60),10,10,21時台,全曜日,なし,上昇トレンドのみ,98,1.0,55.1,75.9,9.49,-9.92,1.174,-60.0,4,38,1.0,55.3,40.0,10.0,-10.0,1.235,-50.0,4,1.052,22.1,要注意(取引数不足)
トレンド押し目(EMA200+RSI40/60),8,10,21時台,全曜日,なし,上昇トレンドのみ,98,1.0,59.2,55.4,7.79,-9.92,1.14,-54.0,4,38,1.0,60.5,34.0,8.0,-10.0,1.227,-52.0,4,1.076,22.1,要注意(取引数不足)
"RSI逆張り(25,75)",15,5,21時台,全曜日,なし,上昇トレンドのみ,102,1.2,16.7,-184.4,14.15,-5.0,0.566,-229.4,37,15,1.2,26.7,5.0,15.0,-5.0,1.091,-20.0,4,1.5,22.1,不採用
トレンド押し目(EMA200+RSI40/60),5,10,16時台,全曜日,なし,なし,297,1.1,62.3,-195.0,5.0,-10.0,0.826,-300.0,6,113,1.2,67.3,10.0,5.0,-10.0,1.027,-65.0,3,1.243,22.1,不採用
"RSI逆張り(30,70)",8,5,16時台,全曜日,なし,下降トレンドのみ,124,1.2,43.5,82.0,8.0,-5.0,1.234,-66.0,10,34,1.1,47.1,38.0,8.0,-5.0,1.422,-41.0,7,1.152,22.1,要注意(取引数不足)
"RSI逆張り(25,75)",20,10,21時台,全曜日,なし,なし,228,1.2,32.0,-240.7,17.66,-9.87,0.843,-329.2,10,53,1.2,39.6,88.2,19.44,-10.0,1.276,-120.0,7,1.5,22.1,要注意(取引数不足)
"RSI逆張り(30,70)",8,10,16時台,全曜日,なし,下降トレンドのみ,119,1.1,54.6,-20.0,8.0,-10.0,0.963,-84.0,5,34,1.1,61.8,38.0,8.0,-10.0,1.292,-78.0,6,1.342,22.0,要注意(取引数不足)
"EMAクロス(5,20)",20,20,10時台,全曜日,なし,レンジのみ,176,1.0,50.6,96.0,19.9,-19.25,1.057,-188.2,4,74,1.1,54.1,91.2,19.28,-20.0,1.134,-100.0,4,1.073,22.0,不採用
"EMAクロス(10,50)",10,15,NY(21-23時),全曜日,なし,なし,669,1.3,55.9,-408.9,9.76,-13.76,0.899,-537.0,10,261,1.3,52.1,-462.1,9.7,-14.25,0.741,-510.8,7,0.824,22.0,不採用
"RSI逆張り(25,75)",15,5,16時台,全曜日,なし,なし,188,1.2,25.5,11.2,14.82,-5.0,1.016,-105.0,9,61,1.3,29.5,48.1,14.62,-5.0,1.224,-45.0,9,1.205,22.0,要注意(取引数不足)
"EMAクロス(10,50)",15,20,22時台,全曜日,なし,なし,327,1.1,53.8,-84.7,12.94,-15.65,0.964,-323.0,7,136,1.1,47.8,-310.0,13.28,-16.52,0.736,-314.3,7,0.763,22.0,不採用
"RSI逆張り(30,70)",20,10,16時台,全曜日,なし,上昇トレンドのみ,164,1.1,30.5,-188.3,18.85,-9.92,0.833,-277.2,10,50,1.2,38.0,60.0,19.47,-10.0,1.194,-80.0,7,1.433,22.0,不採用
トレンド押し目(EMA200+RSI40/60),20,20,9時台,全曜日,なし,上昇トレンドのみ,70,1.0,54.3,139.2,19.71,-19.05,1.228,-120.0,6,35,1.0,57.1,98.6,18.97,-18.73,1.351,-100.0,5,1.1,22.0,要注意(取引数不足)
"RSI逆張り(25,75)",10,5,NY(21-23時),全曜日,なし,上昇トレンドのみ,218,1.4,26.6,-245.7,9.49,-4.98,0.691,-261.2,15,51,1.2,35.3,14.5,9.97,-5.0,1.088,-35.0,6,1.5,22.0,不採用
トレンド押し目(EMA200+RSI40/60),10,5,16時台,全曜日,なし,上昇トレンドのみ,85,1.2,36.5,40.0,10.0,-5.0,1.148,-75.0,10,33,1.2,39.4,30.0,10.0,-5.0,1.3,-40.0,6,1.132,22.0,要注意(取引数不足)
"RSI逆張り(30,70)",10,15,10時台,全曜日,なし,トレンド順方向のみ,15,1.0,73.3,60.1,10.0,-12.47,2.204,-15.0,1,4,1.0,75.0,15.0,10.0,-15.0,2.0,0.0,1,0.907,22.0,要注意(取引数不足)
"RSI逆張り(30,70)",5,15,22時台,全曜日,なし,レンジのみ,98,1.1,73.5,-8.8,4.89,-13.89,0.976,-50.0,3,39,1.0,76.9,14.1,4.97,-15.0,1.104,-55.0,2,1.131,22.0,不採用
"RSI逆張り(25,75)",10,10,21時台,全曜日,なし,なし,228,1.2,44.7,-235.5,9.92,-9.9,0.811,-255.5,8,54,1.2,53.7,38.2,9.94,-10.0,1.153,-70.0,6,1.422,22.0,不採用
"EMAクロス(5,20)",10,15,16時台,全曜日,なし,レンジのみ,176,1.1,61.4,71.2,9.9,-14.67,1.071,-116.8,4,71,1.1,63.4,67.1,9.85,-14.47,1.178,-136.6,3,1.1,22.0,不採用
"MACDクロス(12,26,9)",20,10,9時台,全曜日,なし,下降トレンドのみ,264,1.2,38.6,438.0,20.0,-9.89,1.273,-140.0,7,103,1.4,37.9,140.0,20.0,-10.0,1.219,-70.0,6,0.958,22.0,要注意(取引数不足)
"RSI逆張り(25,75)",5,10,16時台,全曜日,なし,上昇トレンドのみ,76,1.1,63.2,-40.0,5.0,-10.0,0.857,-60.0,4,25,1.2,68.0,5.0,5.0,-10.0,1.062,-25.0,2,1.239,22.0,不採用
"RSI逆張り(25,75)",20,15,16時台,全曜日,なし,トレンド順方向のみ,2,1.0,50.0,5.0,20.0,-15.0,1.333,-15.0,1,2,1.0,50.0,5.0,20.0,-15.0,1.333,-15.0,1,1.0,21.9,要注意(取引数不足)
"MACDクロス(12,26,9)",10,10,16時台,全曜日,なし,上昇トレンドのみ,358,1.2,47.5,-194.6,9.91,-10.0,0.896,-366.5,9,139,1.2,42.4,-215.2,9.91,-10.0,0.731,-290.0,14,0.816,21.9,不採用
"EMAクロス(10,50)",5,5,21時台,全曜日,なし,下降トレンドのみ,128,1.1,46.9,-36.3,5.0,-4.95,0.892,-95.0,11,54,1.3,51.9,10.0,5.0,-5.0,1.077,-40.0,4,1.207,21.9,不採用
"EMAクロス(10,50)",20,10,NY(21-23時),全曜日,なし,下降トレンドのみ,242,1.3,36.8,-32.1,16.1,-9.57,0.978,-263.4,13,98,1.3,37.8,72.5,18.04,-9.76,1.122,-95.1,6,1.147,21.9,不採用
"RSI逆張り(30,70)",20,10,21時台,全曜日,なし,トレンド順方向のみ,19,1.0,26.3,-69.3,14.14,-10.0,0.505,-79.3,6,10,1.1,50.0,4.5,10.9,-10.0,1.09,-30.0,4,1.5,21.9,不採用
"EMAクロス(10,50)",15,20,9時台,全曜日,なし,レンジのみ,165,1.1,56.4,-2.7,14.88,-19.26,0.998,-184.4,5,46,1.0,60.9,60.0,15.0,-20.0,1.167,-105.0,4,1.169,21.9,不採用
"EMAクロス(10,50)",5,5,9時台,全曜日,なし,上昇トレンドのみ,159,1.2,49.1,-15.0,5.0,-5.0,0.963,-105.0,9,75,1.2,52.0,15.0,5.0,-5.0,1.083,-20.0,5,1.125,21.9,不採用
"RSI逆張り(30,70)",8,20,16時台,全曜日,なし,下降トレンドのみ,115,1.1,68.7,-95.9,7.9,-20.0,0.867,-187.9,2,33,1.1,75.8,40.0,8.0,-20.0,1.25,-100.0,5,1.442,21.9,要注意(取引数不足)
"EMAクロス(10,50)",5,5,NY(21-23時),全曜日,なし,トレンド順方向のみ,168,1.1,54.2,66.6,4.93,-4.96,1.175,-34.6,5,74,1.1,54.1,30.0,5.0,-5.0,1.176,-25.0,5,1.001,21.9,不採用
トレンド押し目(EMA200+RSI40/60),8,15,22時台,全曜日,なし,レンジのみ,105,1.1,56.2,-92.8,8.0,-12.28,0.836,-186.3,4,64,1.1,65.6,17.6,7.91,-14.31,1.056,-74.0,3,1.263,21.9,不採用
"RSI逆張り(30,70)",5,15,東京(9-15時),全曜日,なし,下降トレンドのみ,539,1.6,77.7,295.0,5.0,-15.0,1.164,-165.0,4,248,1.9,69.0,-300.0,5.0,-15.0,0.74,-450.0,6,0.636,21.9,過剰最適化疑い
"RSI逆張り(30,70)",20,5,全時間,全曜日,なし,トレンド順方向のみ,268,1.1,21.3,16.7,18.66,-4.96,1.016,-212.3,23,102,1.2,23.5,91.3,20.0,-4.98,1.235,-80.0,15,1.216,21.9,要注意(取引数不足)
"RSI逆張り(30,70)",15,10,9時台,全曜日,なし,レンジのみ,181,1.2,39.2,-49.5,14.8,-10.0,0.955,-139.5,9,69,1.3,42.0,35.0,15.0,-10.0,1.088,-70.0,4,1.139,21.9,不採用
"RSI逆張り(25,75)",20,20,10時台,全曜日,なし,なし,203,1.1,48.3,-122.3,19.65,-19.5,0.94,-275.7,10,77,1.0,53.2,85.4,19.64,-20.0,1.119,-140.0,4,1.19,21.9,不採用
"RSI逆張り(30,70)",8,10,21時台,全曜日,なし,上昇トレンドのみ,172,1.1,57.6,65.4,7.95,-9.88,1.091,-60.0,6,65,1.2,58.5,34.0,8.0,-10.0,1.126,-50.0,4,1.032,21.9,不採用
"RSI逆張り(25,75)",15,20,ロンドン(16-21時),全曜日,なし,なし,541,1.3,53.2,-680.7,14.23,-18.88,0.858,-833.0,9,189,1.4,49.2,-484.8,14.81,-19.39,0.74,-534.8,7,0.862,21.9,不採用
"RSI逆張り(25,75)",8,5,22時台,全曜日,なし,上昇トレンドのみ,117,1.2,30.8,-120.0,7.81,-4.95,0.701,-128.0,8,36,1.2,38.9,2.0,8.0,-5.0,1.018,-19.0,3,1.452,21.9,不採用
"RSI逆張り(30,70)",20,20,21時台,全曜日,なし,上昇トレンドのみ,165,1.0,44.8,-251.8,17.36,-16.89,0.836,-354.2,6,57,1.1,54.4,65.0,18.04,-19.01,1.132,-138.8,4,1.354,21.9,不採用
"EMAクロス(5,20)",15,10,10時台,全曜日,なし,下降トレンドのみ,153,1.2,38.6,-55.0,15.0,-10.0,0.941,-175.0,14,52,1.2,44.2,55.0,15.0,-10.0,1.19,-70.0,7,1.265,21.9,不採用
"RSI逆張り(30,70)",15,10,21時台,全曜日,なし,トレンド順方向のみ,19,1.0,26.3,-65.0,15.0,-10.0,0.536,-70.0,6,10,1.1,50.0,3.9,10.78,-10.0,1.078,-30.0,4,1.5,21.8,不採用
"RSI逆張り(25,75)",8,10,10時台,全曜日,なし,レンジのみ,51,1.1,66.7,102.0,8.0,-10.0,1.6,-34.0,3,17,1.1,64.7,28.0,8.0,-10.0,1.467,-34.0,2,0.917,21.8,要注意(取引数不足)
"RSI逆張り(25,75)",8,5,東京(9-15時),全曜日,なし,トレンド順方向のみ,9,1.0,77.8,46.0,8.0,-5.0,5.6,-5.0,1,4,1.0,75.0,19.0,8.0,-5.0,4.8,-5.0,1,0.857,21.8,要注意(取引数不足)
"MACDクロス(12,26,9)",5,5,東京(9-15時),全曜日,なし,下降トレンドのみ,1456,2.8,46.9,-450.0,5.0,-5.0,0.884,-485.0,8,626,3.1,42.8,-450.0,5.0,-5.0,0.749,-515.0,12,0.847,21.8,不採用
"RSI逆張り(30,70)",5,20,9時台,全曜日,なし,レンジのみ,166,1.1,77.7,-60.1,5.0,-19.06,0.915,-149.2,4,63,1.2,81.0,15.0,5.0,-20.0,1.062,-75.0,2,1.161,21.8,不採用
"MACDクロス(12,26,9)",20,10,22時台,全曜日,なし,トレンド順方向のみ,294,1.1,37.4,1.4,15.73,-9.39,1.001,-249.7,8,119,1.1,40.3,113.6,16.86,-9.8,1.163,-116.1,8,1.162,21.8,不採用
"RSI逆張り(25,75)",15,15,21時台,全曜日,なし,なし,218,1.1,44.5,-401.7,13.95,-14.5,0.771,-416.7,7,51,1.2,52.9,28.0,14.37,-15.0,1.078,-105.0,3,1.398,21.8,不採用
トレンド押し目(EMA200+RSI40/60),8,10,16時台,全曜日,なし,上昇トレンドのみ,78,1.1,46.2,-132.0,8.0,-10.0,0.686,-160.0,7,32,1.1,56.2,4.0,8.0,-10.0,1.029,-42.0,3,1.5,21.8,不採用
"RSI逆張り(30,70)",15,5,21時台,全曜日,なし,なし,440,1.2,23.0,-259.8,14.16,-4.99,0.846,-364.8,23,149,1.2,19.5,-186.4,14.26,-5.0,0.689,-255.0,18,0.814,21.8,不採用
トレンド押し目(EMA200+RSI40/60),10,15,21時台,全曜日,なし,上昇トレンドのみ,97,1.0,59.8,-23.6,9.46,-14.67,0.959,-135.7,4,38,1.0,60.5,28.3,10.0,-13.45,1.14,-70.1,4,1.189,21.8,不採用
"RSI逆張り(25,75)",8,5,10時台,全曜日,なし,レンジのみ,51,1.1,43.1,31.0,8.0,-5.0,1.214,-30.0,6,18,1.1,44.4,14.0,8.0,-5.0,1.28,-22.0,4,1.054,21.8,要注意(取引数不足)
トレンド押し目(EMA200+RSI40/60),10,5,ロンドン(16-21時),全曜日,なし,下降トレンドのみ,220,1.4,26.8,-215.0,10.0,-5.0,0.733,-260.0,14,84,1.2,35.7,30.0,10.0,-5.0,1.111,-60.0,9,1.5,21.8,不採用
"EMAクロス(5,20)",8,15,10時台,全曜日,なし,レンジのみ,184,1.1,63.0,-82.7,8.0,-14.86,0.918,-129.0,4,79,1.1,65.8,11.0,8.0,-15.0,1.027,-55.0,2,1.119,21.8,不採用
"RSI逆張り(30,70)",8,10,16時台,全曜日,なし,レンジのみ,101,1.1,58.4,48.6,7.94,-10.0,1.116,-72.0,4,34,1.1,58.8,20.0,8.0,-10.0,1.143,-34.0,3,1.024,21.8,不採用
"RSI逆張り(30,70)",20,15,10時台,全曜日,なし,上昇トレンドのみ,178,1.1,38.8,-238.3,20.0,-14.85,0.853,-283.3,8,71,1.1,45.1,68.1,20.0,-14.66,1.119,-126.9,5,1.312,21.8,不採用
"RSI逆張り(30,70)",5,15,全時間,全曜日,なし,トレンド順方向のみ,266,1.1,77.8,169.0,4.98,-14.62,1.196,-85.0,4,98,1.2,78.6,66.3,4.95,-15.0,1.21,-110.0,4,1.012,21.8,要注意(取引数不足)
"RSI逆張り(30,70)",20,5,16時台,全曜日,なし,上昇トレンドのみ,182,1.2,18.7,-96.1,18.94,-5.0,0.87,-170.0,21,52,1.3,23.1,30.0,19.17,-5.0,1.15,-50.0,7,1.322,21.8,不採用
"RSI逆張り(30,70)",20,10,NY(21-23時),全曜日,なし,レンジのみ,222,1.2,37.8,124.7,17.39,-9.68,1.093,-140.0,12,68,1.2,42.6,91.8,16.28,-9.75,1.241,-99.7,7,1.135,21.8,要注意(取引数不足)
"RSI逆張り(25,75)",10,15,9時台,全曜日,なし,レンジのみ,76,1.0,55.3,-90.0,10.0,-15.0,0.824,-160.0,6,31,1.1,61.3,10.0,10.0,-15.0,1.056,-50.0,3,1.282,21.7,不採用
トレンド押し目(EMA200+RSI40/60),20,20,NY(21-23時),全曜日,なし,上昇トレンドのみ,164,1.0,55.5,244.9,16.06,-16.66,1.201,-102.1,6,69,1.0,49.3,105.8,17.36,-13.85,1.218,-98.2,5,1.014,21.7,要注意(取引数不足)
トレンド押し目(EMA200+RSI40/60),20,10,9時台,全曜日,なし,上昇トレンドのみ,73,1.0,37.0,84.1,20.0,-9.91,1.184,-110.0,11,35,1.0,37.1,49.1,20.0,-9.59,1.233,-50.0,5,1.041,21.7,要注意(取引数不足)
トレンド押し目(EMA200+RSI40/60),5,15,NY(21-23時),全曜日,なし,トレンド順方向のみ,276,1.1,76.8,165.1,4.96,-13.86,1.186,-86.2,4,120,1.2,75.0,48.2,5.0,-13.39,1.12,-96.3,2,0.944,21.7,不採用
トレンド押し目(EMA200+RSI40/60),15,15,9時台,全曜日,なし,上昇トレンドのみ,71,1.0,50.7,28.8,15.0,-14.61,1.056,-110.9,5,35,1.0,54.3,53.1,14.68,-14.12,1.235,-90.0,5,1.17,21.7,要注意(取引数不足)
"RSI逆張り(25,75)",8,5,16時台,全曜日,なし,なし,188,1.2,38.3,-4.0,8.0,-5.0,0.993,-106.0,9,61,1.3,41.0,20.0,8.0,-5.0,1.111,-45.0,5,1.119,21.7,不採用
"EMAクロス(10,50)",8,20,10時台,全曜日,なし,上昇トレンドのみ,113,1.0,69.0,-66.3,7.95,-19.61,0.903,-182.3,4,41,1.0,70.7,10.2,8.0,-18.48,1.046,-48.0,2,1.158,21.7,不採用
"MACDクロス(12,26,9)",8,10,16時台,全曜日,なし,上昇トレンドのみ,361,1.2,53.2,-154.0,8.0,-10.0,0.909,-316.0,9,139,1.2,46.0,-238.0,8.0,-10.0,0.683,-302.0,7,0.751,21.7,不採用
"EMAクロス(10,50)",10,5,10時台,全曜日,なし,レンジのみ,143,1.1,30.8,-55.0,10.0,-5.0,0.889,-100.0,9,57,1.2,36.8,30.0,10.0,-5.0,1.167,-45.0,9,1.313,21.7,不採用
"EMAクロス(10,50)",20,5,NY(21-23時),全曜日,なし,下降トレンドのみ,249,1.3,21.7,-31.1,17.28,-4.95,0.968,-148.4,17,101,1.3,24.8,66.1,17.84,-5.0,1.174,-70.0,13,1.213,21.7,不採用
"RSI逆張り(30,70)",20,15,16時台,全曜日,なし,下降トレンドのみ,113,1.1,49.6,258.3,19.61,-14.74,1.308,-139.9,5,33,1.1,51.5,111.4,20.0,-14.29,1.487,-105.0,7,1.137,21.7,要注意(取引数不足)
"EMAクロス(10,50)",10,5,22時台,全曜日,なし,下降トレンドのみ,123,1.2,31.7,-30.3,9.82,-4.92,0.927,-122.6,11,48,1.1,35.4,15.0,10.0,-5.0,1.097,-35.0,5,1.183,21.7,不採用
"RSI逆張り(25,75)",10,5,NY(21-23時),全曜日,なし,トレンド順方向のみ,9,1.0,22.2,-15.0,10.0,-5.0,0.571,-20.0,4,3,1.0,33.3,0.0,10.0,-5.0,1.0,-5.0,1,1.5,21.7,不採用
"EMAクロス(5,20)",20,15,16時台,全曜日,なし,レンジのみ,175,1.1,46.9,215.6,19.37,-14.76,1.157,-166.8,5,71,1.1,49.3,146.7,19.23,-14.62,1.279,-141.6,6,1.105,21.7,要注意(取引数不足)
"EMAクロス(10,50)",15,20,全時間,全曜日,なし,上昇トレンドのみ,1647,1.8,54.5,-1238.4,14.2,-18.68,0.912,-1581.4,10,691,2.0,50.7,-1363.3,14.47,-18.85,0.788,-1433.3,11,0.864,21.7,不採用
"EMAクロス(5,20)",15,15,22時台,全曜日,なし,なし,600,1.2,48.0,-282.5,12.97,-12.88,0.93,-380.3,7,237,1.1,44.7,-385.8,12.78,-13.29,0.778,-422.5,12,0.837,21.7,不採用
"EMAクロス(10,50)",10,20,22時台,全曜日,なし,下降トレンドのみ,107,1.1,59.8,-120.9,9.49,-16.94,0.834,-176.8,4,46,1.1,67.4,15.1,9.73,-19.09,1.053,-65.6,3,1.263,21.7,不採用
"RSI逆張り(25,75)",10,5,9時台,全曜日,なし,上昇トレンドのみ,107,1.1,36.4,50.0,10.0,-5.0,1.147,-45.0,7,26,1.1,38.5,20.0,10.0,-5.0,1.25,-35.0,5,1.09,21.7,要注意(取引数不足)
"RSI逆張り(30,70)",5,10,10時台,全曜日,なし,上昇トレンドのみ,193,1.2,66.3,-10.0,5.0,-10.0,0.985,-115.0,3,74,1.2,68.9,25.0,5.0,-10.0,1.109,-80.0,4,1.126,21.7,不採用
トレンド押し目(EMA200+RSI40/60),10,5,21時台,全曜日,なし,トレンド順方向のみ,169,1.1,37.3,87.6,9.8,-5.0,1.165,-50.0,10,59,1.1,39.0,50.0,10.0,-5.0,1.278,-55.0,8,1.097,21.7,要注意(取引数不足)
"RSI逆張り(25,75)",15,20,東京(9-15時),全曜日,なし,トレンド順方向のみ,9,1.0,77.8,65.0,15.0,-20.0,2.625,-20.0,1,4,1.0,75.0,25.0,15.0,-20.0,2.25,-20.0,1,0.857,21.7,要注意(取引数不足)
"EMAクロス(5,20)",5,15,10時台,全曜日,なし,下降トレンドのみ,150,1.2,75.3,20.9,5.0,-14.71,1.038,-85.0,3,50,1.1,76.0,14.4,5.0,-14.63,1.082,-50.6,2,1.042,21.6,不採用
トレンド押し目(EMA200+RSI40/60),10,20,9時台,全曜日,なし,トレンド順方向のみ,123,1.0,66.7,23.8,10.0,-19.42,1.03,-205.9,4,43,1.0,67.4,29.1,10.0,-18.64,1.112,-70.0,3,1.08,21.6,不採用
"RSI逆張り(25,75)",8,15,21時台,全曜日,なし,下降トレンドのみ,79,1.1,59.5,-108.0,7.91,-15.0,0.775,-148.0,4,21,1.1,66.7,7.0,8.0,-15.0,1.067,-59.0,3,1.377,21.6,不採用
"EMAクロス(10,50)",5,20,21時台,全曜日,なし,なし,361,1.1,73.4,-404.9,5.0,-18.02,0.766,-568.5,4,139,1.1,69.8,-317.3,5.0,-19.1,0.605,-363.3,5,0.79,21.6,不採用
"RSI逆張り(25,75)",15,10,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,281,1.4,37.7,-249.7,14.07,-9.95,0.857,-319.7,10,91,1.4,41.8,48.5,15.0,-9.84,1.093,-100.0,6,1.275,21.6,不採用
"EMAクロス(10,50)",15,5,16時台,全曜日,なし,レンジのみ,109,1.2,24.8,-5.0,15.0,-5.0,0.988,-95.0,19,42,1.2,28.6,30.0,15.0,-5.0,1.2,-40.0,8,1.215,21.6,要注意(取引数不足)
"EMAクロス(10,50)",5,15,9時台,全曜日,なし,下降トレンドのみ,123,1.1,71.5,-85.0,5.0,-15.0,0.838,-125.0,4,46,1.0,76.1,10.0,5.0,-15.0,1.061,-65.0,3,1.266,21.6,不採用
"EMAクロス(5,20)",20,20,9時台,全曜日,なし,上昇トレンドのみ,218,1.0,49.1,-28.7,19.48,-19.03,0.986,-259.8,6,99,1.1,52.5,135.7,20.0,-19.24,1.15,-160.0,6,1.166,21.6,不採用
"RSI逆張り(30,70)",5,5,ロンドン(16-21時),全曜日,なし,トレンド順方向のみ,46,1.0,34.8,-70.0,5.0,-5.0,0.533,-75.0,6,10,1.1,50.0,0.0,5.0,-5.0,1.0,-10.0,2,1.5,21.6,不採用
"RSI逆張り(25,75)",10,10,21時台,全曜日,なし,トレンド順方向のみ,6,1.0,33.3,-20.0,10.0,-10.0,0.5,-20.0,3,2,1.0,50.0,0.0,10.0,-10.0,1.0,-10.0,1,1.5,21.6,不採用
"EMAクロス(5,20)",15,15,10時台,全曜日,なし,レンジのみ,182,1.1,49.5,-9.7,14.96,-14.74,0.993,-195.0,5,78,1.1,52.6,45.8,14.65,-15.0,1.083,-90.0,4,1.091,21.6,不採用
"RSI逆張り(25,75)",20,20,22時台,全曜日,なし,レンジのみ,49,1.0,40.8,-166.3,15.55,-16.46,0.652,-228.4,6,16,1.1,56.2,8.3,16.48,-20.0,1.059,-60.0,3,1.5,21.6,不採用
"RSI逆張り(30,70)",8,20,東京(9-15時),全曜日,なし,下降トレンドのみ,503,1.5,71.8,84.2,7.99,-19.71,1.03,-404.5,4,225,1.7,65.3,-389.8,7.96,-20.0,0.75,-584.0,6,0.728,21.6,不採用
"RSI逆張り(30,70)",8,10,NY(21-23時),全曜日,なし,レンジのみ,223,1.2,53.4,-68.5,7.91,-9.7,0.932,-156.5,10,68,1.2,58.8,36.1,7.9,-10.0,1.129,-96.0,5,1.211,21.6,不採用
トレンド押し目(EMA200+RSI40/60),5,20,10時台,全曜日,なし,レンジのみ,148,1.1,77.7,-69.0,5.0,-19.52,0.893,-185.0,4,48,1.0,81.2,15.0,5.0,-20.0,1.083,-80.0,3,1.213,21.6,不採用
トレンド押し目(EMA200+RSI40/60),5,15,21時台,全曜日,なし,トレンド順方向のみ,160,1.1,78.8,133.0,4.96,-14.48,1.27,-65.0,3,56,1.0,76.8,29.9,5.0,-14.24,1.162,-40.0,2,0.915,21.6,不採用
"RSI逆張り(25,75)",5,10,ロンドン(16-21時),全曜日,なし,上昇トレンドのみ,283,1.4,62.5,-175.0,5.0,-10.0,0.835,-225.0,5,94,1.4,67.0,5.0,5.0,-10.0,1.016,-60.0,3,1.217,21.6,不採用
トレンド押し目(EMA200+RSI40/60),5,15,10時台,全曜日,なし,下降トレンドのみ,37,1.1,67.6,-55.0,5.0,-15.0,0.694,-60.0,3,4,1.0,75.0,0.0,5.0,-15.0,1.0,0.0,1,1.441,21.6,不採用
トレンド押し目(EMA200+RSI40/60),5,10,16時台,全曜日,なし,レンジのみ,171,1.1,63.7,-75.0,5.0,-10.0,0.879,-175.0,4,68,1.2,67.6,10.0,5.0,-10.0,1.045,-45.0,4,1.189,21.6,不採用
"MACDクロス(12,26,9)",15,10,21時台,全曜日,なし,なし,874,1.2,40.2,-141.9,14.08,-9.72,0.972,-217.6,12,348,1.3,34.8,-471.6,14.54,-9.83,0.789,-515.1,13,0.812,21.5,不採用
"EMAクロス(5,20)",15,20,NY(21-23時),全曜日,なし,なし,1036,1.3,54.2,-389.5,13.75,-17.12,0.952,-490.8,8,395,1.3,49.6,-795.9,13.66,-17.45,0.771,-836.5,8,0.81,21.5,不採用
